date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions,GQV_brand,GQV_generic
2025-02-17,Varmland County,283384,48,126,0,62,24.32,179.44,1.51,0.0,1,0.000719609354921614,4.4061166795168338
2024-05-06,Varmland County,283384,33,229,0,0,47.84,1071.95,0.0,0.0,1,0.00025700334104343357,4.56242611153945
2024-11-25,Varmland County,283384,34,108,0,901,3.68,265.4,83.5,0.0,1,0.00046260601387818041,3.7195579542534052
2024-08-26,Varmland County,283384,38,78,0,21,31.39,462.07,3.51,0.0,1,0.00046260601387818041,4.2319712156258031
2023-11-20,Varmland County,283384,63,327,0,0,24.31,292.81,0.0,0.0,1,0.0006682086867129273,3.8233359033667438
2023-12-04,Varmland County,283384,81,375,0,0,22.64,615.7,0.0,0.0,1,0.00025700334104343357,4.5391416088409153
2025-01-06,Varmland County,283384,25,70,0,0,17.58,293.61,0.0,0.0,1,0.00087381135954767413,3.9775893086610128
2024-07-15,Varmland County,283384,8,64,0,0,28.91,541.89,0.0,0.0,1,0.000359804677460807,4.4668722693395013
2024-04-01,Varmland County,283384,37,235,0,0,17.11,1406.98,0.0,0.0,1,0.0006682086867129273,3.8785402210228734
2023-04-03,Varmland County,283384,83,1023,0,454,18.43,1281.7,38.16,0.0,1,0.00077101002313030066,4.2719095348239531
2024-06-24,Varmland County,283384,46,76,0,0,50.38,355.08,0.0,0.0,1,0.00030840400925212025,4.3889488563351327
2024-01-08,Vasterbotten County,281138,43,22,0,0,50.25,46.19,0.0,0.0,1,0.00046260601387818041,4.9179645335389361
2024-07-08,Vasterbotten County,281138,8,70,0,0,2.52,456.24,0.0,0.0,1,0.00025700334104343357,5.4267283474685168
2024-09-16,Vasterbotten County,281138,18,73,0,114,2.76,92.98,22.95,0.0,1,0.00025700334104343357,4.5075301978925726
2025-02-24,Vasterbotten County,281138,16,73,0,15,3.63,90.95,0.46,0.0,1,,0.70048830634798254
2024-09-09,Vasterbotten County,281138,14,99,0,150,0.89,162.11,25.58,0.0,1,0.00056540735029555382,5.1600102801336414
2023-06-05,Vasterbotten County,281138,18,0,0,124,11.93,0.0,8.55,0.0,1,0.00015420200462606013,5.088254947314315
2023-07-03,Vasterbotten County,281138,37,0,0,0,16.23,0.0,0.0,0.0,1,5.1400668208686716e-05,5.31349267540478
2024-03-25,Vasterbotten County,281138,32,0,0,0,36.72,0.0,0.0,0.0,1,0.00041120534566949372,4.5545104086353119
2023-06-12,Vasterbotten County,281138,17,0,0,39,2.32,0.0,2.08,0.0,1,0.00020560267283474686,4.5447956823438709
2025-02-10,Vasterbotten County,281138,34,62,0,3,2.98,74.33,0.06,0.0,1,0.00025700334104343357,3.8198406579285531
2024-02-19,Vasterbotten County,281138,18,15,0,0,39.67,16.87,0.0,0.0,1,5.1400668208686716e-05,4.0508352608583911
2023-03-06,Vasterbotten County,281138,59,0,0,265,43.36,0.0,21.75,0.0,1,0.00015420200462606013,4.1809817527627855
2024-06-24,Vasterbotten County,281138,33,49,0,0,27.33,620.86,0.0,0.0,1,0.00046260601387818041,5.3307632999228991
2025-02-17,Vasterbotten County,281138,25,62,0,40,11.72,53.06,1.09,0.0,1,0.00015420200462606013,4.213569776407093
2023-09-18,Vasterbotten County,281138,53,0,0,0,165.69,0.0,0.0,0.0,1,0.00046260601387818041,5.4193780519146753
2024-02-12,Vasterbotten County,281138,46,26,0,0,94.24,27.5,0.0,0.0,1,0.00030840400925212025,4.2154716011308144
2023-05-29,Vasterbotten County,281138,39,0,0,339,64.98,0.0,22.01,0.0,1,0.00025700334104343357,5.4797224363916728
2024-05-20,Vasterbotten County,281138,18,0,0,0,14.95,0.0,0.0,0.0,1,0.00020560267283474686,5.1728090465176049
2023-10-09,Vasterbotten County,281138,27,0,0,0,62.89,0.0,0.0,0.0,1,0.00030840400925212025,4.4939090208172709
2024-10-14,Vasterbotten County,281138,61,140,0,29,51.68,903.08,3.37,0.0,1,0.0006682086867129273,4.8153173991261884
2023-11-27,Vasterbotten County,281138,38,115,0,0,66.87,49.88,0.0,0.0,1,0.00051400668208686714,4.5429452582883574
2023-11-13,Vasterbotten County,281138,33,144,0,0,45.86,2.68,0.0,0.0,1,0.00030840400925212025,5.8660498586481626
2024-06-17,Vasterbotten County,281138,14,77,0,128,8.21,217.55,10.68,0.0,1,0.00030840400925212025,4.8523258802364433
2024-09-23,Vasterbotten County,281138,31,67,0,28,7.21,224.15,4.19,0.0,1,0.00030840400925212025,4.577537907992804
2023-03-20,Vasterbotten County,281138,22,0,0,326,47.62,0.0,28.53,0.0,1,0.00010280133641737343,4.1148290927782059
2024-05-27,Vasterbotten County,281138,18,28,0,0,47.34,25.17,0.0,0.0,1,0.00020560267283474686,5.2350552557183248
2024-02-05,Vasterbotten County,281138,53,30,0,0,216.21,45.48,0.0,0.0,1,0.0006682086867129273,4.6131585710614242
2024-04-29,Vasterbotten County,281138,23,0,0,0,2.91,0.0,0.0,0.0,1,0.00020560267283474686,5.0274479568234387
2024-02-26,Vasternorrland County,241458,36,7,0,0,136.51,47.25,0.0,0.0,1,0.00015420200462606013,3.3869442302749935
2023-04-17,Vasternorrland County,241458,43,0,0,327,31.46,0.0,30.57,0.0,1,0.00030840400925212025,3.5602672834746851
2024-09-30,Vasternorrland County,241458,21,58,0,125,1.44,25.45,23.18,0.0,1,0.00015420200462606013,3.2306861989205862
2024-10-14,Vasternorrland County,241458,22,59,0,30,9.71,9.89,6.06,0.0,1,0.00010280133641737343,3.2528912875867388
2023-12-04,Vasternorrland County,241458,39,137,0,0,5.16,62.04,0.0,0.0,1,0.00061680801850424051,3.688100745309689
2024-07-22,Vasternorrland County,241458,9,38,0,0,2.64,16.56,0.0,0.0,1,0.00010280133641737343,3.4375224877923412
2023-06-05,Vasternorrland County,241458,22,0,0,123,9.92,0.0,12.3,0.0,1,5.1400668208686716e-05,3.8101259316371112
2024-01-29,Vasternorrland County,241458,34,10,0,0,17.34,0.0,0.0,0.0,1,0.00025700334104343357,3.595219737856592
2023-05-29,Vasternorrland County,241458,23,0,0,359,29.36,0.0,23.07,0.0,1,0.00010280133641737343,4.0459521973785657
2024-04-01,Vasternorrland County,241458,25,0,0,0,5.14,0.0,0.0,0.0,1,0.00015420200462606013,3.5623747108712411
2024-11-04,Vasternorrland County,241458,19,40,0,2,0.71,613.83,0.16,0.0,1,0.00056540735029555382,2.905833975841686
2024-12-02,Vasternorrland County,241458,6,53,0,539,0.56,378.86,58.65,0.0,1,0.00010280133641737343,2.7873040349524545
2024-01-22,Vasternorrland County,241458,33,11,2,0,45.94,5.34,0.0,0.08,1,0.000359804677460807,3.4016962220508868
2023-11-13,Vasternorrland County,241458,34,91,0,0,8.94,29.56,0.0,0.0,1,0.00041120534566949372,3.5606784888203546
2023-03-06,Vasternorrland County,241458,54,0,0,262,32.75,0.0,21.32,0.0,1,0.00030840400925212025,3.5165253148290927
2023-08-21,Vasternorrland County,241458,29,0,2,0,20.89,0.0,0.0,0.11,1,0.00025700334104343357,3.7618607041891545
2023-08-28,Vasternorrland County,241458,49,0,13,0,63.44,0.0,0.0,0.37,1,0.00046260601387818041,3.830377794911334
2024-07-08,Vasternorrland County,241458,10,38,0,0,1.72,30.38,0.0,0.0,1,5.1400668208686716e-05,3.7664353636597276
2023-05-01,Vasternorrland County,241458,34,0,0,236,23.0,0.0,17.88,0.0,1,0.00015420200462606013,3.9135954767411976
2024-12-16,Vasternorrland County,241458,11,48,0,350,0.32,4.34,45.18,0.0,1,0.00010280133641737343,2.9877666409663326
2023-09-11,Vasternorrland County,241458,35,0,21,0,29.55,0.0,0.0,1.44,1,0.00010280133641737343,3.7267540478026215
2023-10-30,Vasternorrland County,241458,28,2320,0,0,547.34,29.52,0.0,0.0,1,0.00010280133641737343,3.3754818812644563
2023-08-07,Vasternorrland County,241458,44,0,0,0,59.94,0.0,0.0,0.0,1,0.00025700334104343357,4.7622719095348236
2023-03-27,Vasternorrland County,241458,33,0,0,229,12.23,0.0,21.12,0.0,1,0.00041120534566949372,3.5464919043947569
2024-08-19,Vasternorrland County,241458,26,30,0,59,7.64,187.21,14.85,0.0,1,5.1400668208686716e-05,3.305165767154973
2023-08-14,Vasternorrland County,241458,39,0,1,0,108.18,0.0,0.0,0.07,1,0.000359804677460807,3.7085068105885375
2024-10-21,Vasternorrland County,241458,19,44,0,630,9.85,19.04,76.7,0.0,1,0.00010280133641737343,2.9735800565407349
2023-05-22,Vasternorrland County,241458,34,0,0,204,2.47,0.0,24.63,0.0,1,0.00010280133641737343,3.8754561809303523
2024-05-13,Vasternorrland County,241458,10,0,0,0,2.48,0.0,0.0,0.0,1,0.00015420200462606013,3.9331791313287074
2023-09-25,Vasternorrland County,241458,38,0,0,0,37.58,0.0,0.0,0.0,1,0.00015420200462606013,3.7782061166795167
2024-03-25,Vasternorrland County,241458,15,0,0,0,16.64,0.0,0.0,0.0,1,0.00015420200462606013,3.2949884348496532
2025-02-10,Vasternorrland County,241458,24,24,0,3,1.57,123.11,0.12,0.0,1,0.00015420200462606013,2.997070161912105
2023-03-13,Vasternorrland County,241458,34,0,0,275,9.18,0.0,20.3,0.0,1,0.00025700334104343357,3.4863017219223851
2023-04-03,Vasternorrland County,241458,38,0,0,222,25.14,0.0,19.21,0.0,1,0.00020560267283474686,3.520585967617579
2023-10-02,Vasternorrland County,241458,20,0,0,0,0.99,0.0,0.0,0.0,1,0.00030840400925212025,3.7182729375481882
2023-10-23,Vasternorrland County,241458,25,0,0,0,33.94,0.0,0.0,0.0,1,5.1400668208686716e-05,3.4890259573374456
2023-11-20,Vasternorrland County,241458,20,113,0,0,24.44,62.54,0.0,0.0,1,0.000359804677460807,3.2698021074273966
2024-08-05,Vasternorrland County,241458,15,52,0,0,146.95,136.05,0.0,0.0,1,0.00020560267283474686,3.6402981238756102
2024-03-11,Vasternorrland County,241458,40,0,0,0,32.7,0.0,0.0,0.0,1,0.00015420200462606013,3.2703675147776923
2025-02-10,Vastmanland County,281158,21,52,0,3,1.42,186.05,0.14,0.0,1,0.00041120534566949372,3.2936520174762274
2024-10-28,Vastmanland County,281158,29,115,0,193,20.29,841.61,19.83,0.0,1,5.1400668208686716e-05,3.1362631714212283
2024-06-03,Vastmanland County,281158,15,46,0,0,7.91,0.0,0.0,0.0,1,0.00015420200462606013,3.7523515805705476
2024-11-18,Vastmanland County,281158,9,100,0,0,7.01,0.0,0.0,0.0,1,0.00020560267283474686,3.0774608069904907
2023-04-24,Vastmanland County,281158,35,0,0,205,13.67,0.0,18.77,0.0,1,0.000359804677460807,4.3149318941146237
2024-03-11,Vastmanland County,281158,17,0,0,0,237.19,0.0,0.0,0.0,1,0.000359804677460807,3.4141351837573888
2024-05-13,Vastmanland County,281158,11,0,0,0,32.48,0.0,0.0,0.0,1,0.00030840400925212025,3.855615523001799
2023-10-16,Vastmanland County,281158,27,0,0,0,19.68,0.0,0.0,0.0,1,0.00010280133641737343,3.8478026214340786
2024-04-15,Vastmanland County,281158,19,0,0,0,1.81,0.0,0.0,0.0,1,0.00015420200462606013,3.831662811616551
2023-09-04,Vastmanland County,281158,28,0,5,0,67.01,0.0,0.0,0.31,1,5.1400668208686716e-05,3.8428167566178359
2024-05-27,Vastmanland County,281158,8,52,0,0,2.89,357.74,0.0,0.0,1,5.1400668208686716e-05,3.6627088152145979
2023-06-26,Vastmanland County,281158,40,0,0,0,54.04,0.0,0.0,0.0,1,0.00030840400925212025,3.7939861218195836
2024-01-22,Vastmanland County,281158,23,30,0,0,55.23,12.39,0.0,0.0,1,0.00010280133641737343,3.5837573888460552
2024-10-21,Vastmanland County,281158,20,97,0,631,2.82,1195.77,67.13,0.0,1,0.000359804677460807,3.0752505782575175
2023-06-05,Vastmanland County,281158,32,0,0,131,12.13,0.0,10.24,0.0,1,0.000359804677460807,3.7537907992803907
2024-07-15,Vastmanland County,281158,7,46,0,0,0.47,58.85,0.0,0.0,1,0.000359804677460807,3.0526856849139037
2024-07-29,Vastmanland County,281158,12,64,0,0,3.99,145.34,0.0,0.0,1,0.00020560267283474686,2.8845026985350808
2024-01-15,Vastmanland County,281158,21,28,0,0,43.79,18.46,0.0,0.0,1,0.00010280133641737343,3.625905936777178
2024-02-19,Vastmanland County,281158,33,17,0,0,52.56,0.0,0.0,0.0,1,0.00020560267283474686,3.6165510151631972
2024-05-06,Vastmanland County,281158,18,0,0,0,13.12,0.0,0.0,0.0,1,0.00025700334104343357,4.1488563351323569
2024-06-17,Vastmanland County,281158,7,65,0,170,5.18,169.46,24.13,0.0,1,0.00030840400925212025,3.5280904651760472
2024-09-16,Vastmanland County,281158,6,82,0,116,0.75,905.72,29.12,0.0,1,0.00020560267283474686,3.0571575430480595
2024-07-08,Vastmanland County,281158,6,35,0,0,0.22,63.3,0.0,0.0,1,5.1400668208686716e-05,3.2420457465947057
2023-03-20,Vastmanland County,281158,51,0,0,263,205.6,0.0,24.43,0.0,1,0.00015420200462606013,3.86378822924698
2024-01-29,Vastmanland County,281158,31,15,0,0,44.31,35.06,0.0,0.0,1,0.000359804677460807,3.7913646877409408
2023-04-03,Vastmanland County,281158,46,0,0,224,11.73,0.0,17.39,0.0,1,0.00010280133641737343,3.948496530454896
2025-01-20,Vastmanland County,281158,22,61,0,4,22.81,0.0,0.12,0.0,1,0.00010280133641737343,3.2012336160370083
2023-11-27,Vastmanland County,281158,41,130,0,0,73.72,180.55,0.0,0.0,1,0.00015420200462606013,3.7845283988691851
2023-05-22,Vastmanland County,281158,39,1,0,213,7.94,0.05,19.23,0.0,1,0.00041120534566949372,4.1439218709843226
2023-03-06,Vastmanland County,281158,46,0,0,238,1.9,0.0,18.52,0.0,1,0.00015420200462606013,3.9678231817013621
2024-03-18,Vastmanland County,281158,27,0,0,0,1.12,0.0,0.0,0.0,1,0.00025700334104343357,3.4826522744795683
2025-02-17,Vastmanland County,281158,15,114,0,44,2.7,506.61,1.48,0.0,1,0.00046260601387818041,3.3028013364173736
2023-06-19,Vastmanland County,281158,31,0,0,0,17.67,0.0,0.0,0.0,1,0.00030840400925212025,3.7042919557954255
2023-12-04,Vastmanland County,281158,42,172,0,0,9.8,48.11,0.0,0.0,1,0.00020560267283474686,4.063891030583398
2024-06-10,Vastmanland County,281158,13,98,0,60,9.72,477.56,7.79,0.0,1,0.00025700334104343357,3.5066049858648163
2024-02-26,Vastmanland County,281158,54,6,0,0,74.5,0.0,0.0,0.0,1,5.1400668208686716e-05,3.3483937291184787
2023-04-10,Vastmanland County,281158,36,0,0,255,19.12,0.0,31.8,0.0,1,5.1400668208686716e-05,4.1648419429452579
2024-04-08,Vastmanland County,281158,27,0,0,0,9.84,0.0,0.0,0.0,1,0.00020560267283474686,4.064302235929067
2023-07-03,Vastmanland County,281158,43,0,0,0,57.95,0.0,0.0,0.0,1,0.00015420200462606013,3.8287329735286559
2023-11-20,Vastmanland County,281158,19,121,0,0,24.31,77.56,0.0,0.0,1,0.00015420200462606013,3.6315086096119251
2023-10-16,Blekinge County,157223,20,0,0,0,3.88,0.0,0.0,0.0,2,,
2024-03-04,Blekinge County,157223,29,3,0,0,24.41,0.0,0.0,0.0,2,,
2024-01-22,Blekinge County,157223,36,20,0,0,22.32,0.0,0.0,0.0,2,,
2024-02-26,Blekinge County,157223,24,15,0,0,216.4,0.0,0.0,0.0,2,,
2024-11-25,Blekinge County,157223,15,68,0,549,8.95,631.18,62.53,0.0,2,,
2023-05-29,Blekinge County,157223,14,0,0,1461,0.57,0.0,68.71,0.0,2,,
2023-04-10,Blekinge County,157223,38,0,0,184,165.92,0.0,15.57,0.0,2,,
2023-06-19,Blekinge County,157223,20,0,0,0,3.59,0.0,0.0,0.0,2,,
2024-08-19,Blekinge County,157223,32,33,0,45,9.13,0.0,11.9,0.0,2,,
2024-08-26,Blekinge County,157223,10,15,0,16,2.44,144.42,4.67,0.0,2,,
2024-06-24,Blekinge County,157223,13,35,0,0,10.72,196.56,0.0,0.0,2,,
2023-09-25,Blekinge County,157223,33,0,0,0,126.65,0.0,0.0,0.0,2,,
2024-10-07,Blekinge County,157223,12,58,0,188,0.87,131.95,21.8,0.0,2,,
2023-05-22,Blekinge County,157223,28,1,0,167,11.54,0.07,13.06,0.0,2,,
2024-07-01,Blekinge County,157223,8,17,0,0,17.19,27.02,0.0,0.0,2,,
2025-01-20,Blekinge County,157223,12,44,0,0,1.11,236.54,0.0,0.0,2,,
2023-04-03,Blekinge County,157223,44,0,0,240,39.88,0.0,22.89,0.0,2,,
2023-05-01,Dalarna County,286546,59,0,0,299,46.31,0.0,20.6,0.0,2,0.000359804677460807,5.6654844512978668
2024-06-10,Dalarna County,286546,35,56,0,67,68.52,165.46,7.73,0.0,2,0.00025700334104343357,4.4495502441531736
2024-01-01,Dalarna County,286546,119,41,0,27,144.81,11.38,1.85,0.0,2,0.000719609354921614,8.4739655615523
2023-11-13,Dalarna County,286546,34,146,0,0,10.39,48.85,0.0,0.0,2,0.000359804677460807,4.6889745566692369
2024-04-08,Dalarna County,286546,47,0,0,0,12.51,0.0,0.0,0.0,2,0.0010794140323824211,5.6940632228218968
2023-11-06,Dalarna County,286546,45,1667,0,0,19.15,7.3,0.0,0.0,2,0.00051400668208686714,4.8448727833461831
2025-01-20,Dalarna County,286546,35,67,0,0,4.39,284.52,0.0,0.0,2,0.00041120534566949372,4.0161398098175276
2023-09-18,Dalarna County,286546,58,0,0,0,33.99,0.0,0.0,0.0,2,0.00041120534566949372,5.4229760986892828
2024-04-01,Dalarna County,286546,60,0,0,0,16.62,0.0,0.0,0.0,2,0.00061680801850424051,5.7952197378565922
2024-09-23,Dalarna County,286546,24,72,0,31,48.2,267.4,6.08,0.0,2,0.00015420200462606013,3.4635312259059368
2025-02-24,Dalarna County,286546,26,40,0,26,29.23,193.0,0.73,0.0,2,5.1400668208686716e-05,0.63942431251606269
2023-12-11,Dalarna County,286546,42,717,0,0,25.2,99.62,0.0,0.0,2,0.00041120534566949372,4.4019018247237218
2025-01-13,Dalarna County,286546,34,65,0,1,6.16,194.77,0.04,0.0,2,0.00030840400925212025,4.0080699049087638
2024-04-22,Dalarna County,286546,24,0,0,0,2.38,0.0,0.0,0.0,2,0.00020560267283474686,4.9842199948599335
2024-12-09,Dalarna County,286546,33,135,0,1372,12.85,24.37,84.13,0.0,2,0.00077101002313030066,5.1533795939347211
2023-03-20,Dalarna County,286546,36,0,0,301,28.65,0.0,24.76,0.0,2,0.00041120534566949372,5.4768953996401954
2024-03-04,Dalarna County,286546,84,1,0,0,97.3,0.0,0.0,0.0,2,0.000359804677460807,4.8061166795168333
2024-02-26,Dalarna County,286546,83,14,0,0,201.57,0.0,0.0,0.0,2,0.00025700334104343357,4.7743510665638658
2024-09-16,Dalarna County,286546,28,72,0,151,5.77,56.77,37.77,0.0,2,0.000359804677460807,3.4962734515548703
2023-08-14,Dalarna County,286546,39,0,5,0,125.02,0.0,0.0,0.19,2,0.00092521202775636081,5.7517347725520436
2023-07-24,Dalarna County,286546,65,0,4,0,25.75,0.0,0.0,0.33,2,0.00051400668208686714,7.02857877152403
2023-10-16,Dalarna County,286546,48,0,0,0,34.5,0.0,0.0,0.0,2,5.1400668208686716e-05,5.097507067591879
2023-05-08,Dalarna County,286546,56,0,0,197,36.73,0.0,17.0,0.0,2,0.000359804677460807,5.2569005397070159
2024-01-29,Dalarna County,286546,55,24,0,0,42.06,23.64,0.0,0.0,2,0.00041120534566949372,4.632176818298638
2023-10-02,Dalarna County,286546,23,0,0,0,25.94,0.0,0.0,0.0,2,0.00020560267283474686,5.4187612438961708
2023-11-27,Gavleborg County,284558,44,178,0,0,81.18,105.0,0.0,0.0,2,0.00061680801850424051,4.32875867386276
2023-05-15,Gavleborg County,284558,42,0,0,276,17.69,0.0,27.74,0.0,2,0.00030840400925212025,4.7456694937034181
2024-10-28,Gavleborg County,284558,33,114,0,245,1.96,0.0,25.57,0.0,2,0.00061680801850424051,4.8397327165253152
2023-08-14,Gavleborg County,284558,41,0,2,0,30.97,0.0,0.0,0.05,2,0.00025700334104343357,4.5808789514263681
2024-03-25,Gavleborg County,284558,23,0,0,0,16.27,0.0,0.0,0.0,2,0.00010280133641737343,4.2015420200462605
2023-12-18,Gavleborg County,284558,51,342,0,0,67.08,93.22,0.0,0.0,2,0.000359804677460807,4.0991004883063482
2024-06-03,Gavleborg County,284558,21,64,0,0,6.88,147.13,0.0,0.0,2,0.00025700334104343357,4.22585453610897
2024-05-06,Gavleborg County,284558,25,0,0,0,1.48,0.0,0.0,0.0,2,5.1400668208686716e-05,4.9194551529169877
2023-07-10,Gavleborg County,284558,56,0,0,0,31.55,0.0,0.0,0.0,2,0.0011308147005911076,5.0204060652788485
2024-09-09,Gavleborg County,284558,43,109,0,196,7.87,264.51,34.63,0.0,2,0.000359804677460807,4.4388075044975581
2023-10-30,Gavleborg County,284558,57,3561,0,0,20.75,50.33,0.0,0.0,2,0.00030840400925212025,4.1974813672577742
2024-04-15,Gavleborg County,284558,29,0,0,0,77.36,0.0,0.0,0.0,2,0.00030840400925212025,4.3511179645335387
2024-10-21,Gavleborg County,284558,36,165,0,862,2.42,308.94,98.67,0.0,2,0.00056540735029555382,4.5626317142122845
2024-02-12,Gavleborg County,284558,44,15,2,0,79.78,71.99,0.0,0.05,2,0.00056540735029555382,4.7936777178103318
2025-01-20,Gavleborg County,284558,43,97,0,0,5.13,714.73,0.0,0.0,2,0.000359804677460807,4.6922127987663842
2023-06-19,Halland County,345074,191,485,241457,99601,176.62,441.56,7052.68,6167.91,2,0.0023644307375995889,4.93112310460036
2024-10-28,Halland County,345074,172,213,6827,11723,23.24,764.11,508.31,355.4,2,0.0022616294011822153,4.04579799537394
2024-11-18,Halland County,345074,114,352,400,10925,138.98,384.39,490.59,39.8,2,0.0023644307375995889,3.7403752248779236
2024-12-23,Halland County,345074,114,282,346,14972,214.99,1409.87,558.14,26.77,2,0.00092521202775636081,4.0129529683885892
2023-03-20,Halland County,345074,256,1533,154476,122136,187.18,2511.34,13300.0,4361.42,2,0.0015420200462606013,4.85597532767926
2023-03-06,Halland County,345074,350,1565,197169,143929,104.14,1500.2,14901.6,5348.45,2,0.00328964276535595,4.83916730917502
2023-10-30,Halland County,345074,267,11722,77548,139275,268.14,1972.39,9230.32,3135.6,2,0.0022616294011822153,4.5974299665895657
2024-11-25,Halland County,345074,140,278,350,10741,54.14,1451.78,631.11,29.21,2,0.0013878180416345412,3.4418915445900797
2023-07-31,Halland County,345074,266,609,110399,151759,620.78,1337.33,7086.1,5710.42,2,0.0023130300693909021,5.9094834232845024
2023-05-29,Halland County,345074,235,12685,303778,97302,172.2,795.0,6968.57,7196.13,2,0.0026214340786430224,5.0398869185299411
2023-04-10,Halland County,345074,248,1274,279406,146683,206.93,2624.94,13192.86,7294.59,2,0.0028784374196864559,5.0017476227190958
2023-09-04,Halland County,345074,300,585,110049,141222,411.64,1172.1,6497.78,4921.82,2,0.0022616294011822153,4.7741968645592392
2023-10-02,Jamtland County,132839,5,0,0,0,5.27,0.0,0.0,0.0,2,,
2024-08-26,Jamtland County,132839,10,16,0,16,2.88,0.0,3.43,0.0,2,,
2024-03-18,Jamtland County,132839,9,0,0,0,0.35,0.0,0.0,0.0,2,,
2023-04-10,Jamtland County,132839,17,0,0,89,123.43,0.0,7.39,0.0,2,,
2023-11-27,Jamtland County,132839,18,67,0,0,3.79,45.78,0.0,0.0,2,,
2024-02-26,Jamtland County,132839,24,10,0,0,25.74,18.45,0.0,0.0,2,,
2024-01-29,Jamtland County,132839,20,14,0,0,20.49,0.0,0.0,0.0,2,,
2023-11-20,Jamtland County,132839,16,61,0,0,8.6,17.64,0.0,0.0,2,,
2023-08-14,Jamtland County,132839,12,0,0,0,9.08,0.0,0.0,0.0,2,,
2024-05-20,Jamtland County,132839,6,0,0,0,0.29,0.0,0.0,0.0,2,,
2024-09-23,Jamtland County,132839,15,26,0,23,4.67,13.47,4.84,0.0,2,,
2023-09-25,Jonkoping County,370009,108,211,250,5,146.5,253.64,0.33,17.06,2,0.00046260601387818041,5.4754047802621431
2024-05-20,Jonkoping County,370009,39,156,0,0,7.82,146.98,0.0,0.0,2,0.0006682086867129273,5.13466975070676
2024-09-16,Jonkoping County,370009,44,82,0,206,50.89,408.37,56.65,0.0,2,0.00046260601387818041,4.3976869699306089
2025-02-17,Jonkoping County,370009,56,117,0,119,31.36,308.12,2.76,0.0,2,0.0018504240555127216,4.4512978668722694
2023-04-24,Jonkoping County,370009,108,566,0,458,119.21,311.06,36.98,0.0,2,0.000719609354921614,5.7904394757131845
2025-02-10,Jonkoping County,370009,41,46,0,18,51.29,0.0,0.29,0.0,2,0.0006682086867129273,4.2738627602158825
2023-06-05,Jonkoping County,370009,88,295,0,316,128.28,736.17,25.48,0.0,2,0.000719609354921614,5.5159599074787975
2024-01-08,Jonkoping County,370009,101,296,0,0,55.65,430.29,0.0,0.0,2,0.00097661269596504749,5.868003084040093
2024-08-26,Jonkoping County,370009,38,64,0,68,7.52,94.64,17.54,0.0,2,0.00030840400925212025,4.6885119506553581
2024-05-06,Jonkoping County,370009,27,283,0,2,61.74,1018.6,0.04,0.0,2,0.00025700334104343357,5.4587509637625287
2024-08-12,Jonkoping County,370009,36,54,0,0,117.01,201.77,0.0,0.0,2,0.00015420200462606013,4.7337959393472113
2024-07-01,Jonkoping County,370009,43,57,0,0,30.09,19.92,0.0,0.0,2,0.00020560267283474686,5.3527627859162168
2023-12-18,Jonkoping County,370009,72,648,167,0,138.12,752.28,0.0,11.26,2,0.00030840400925212025,4.3127730660498589
2024-04-01,Jonkoping County,370009,59,346,0,0,37.65,301.5,0.0,0.0,2,0.00030840400925212025,4.9434078643022357
2024-04-29,Jonkoping County,370009,42,314,0,0,30.09,579.08,0.0,0.0,2,0.00020560267283474686,5.6032896427653558
2023-07-03,Jonkoping County,370009,118,288,781,51,178.51,565.43,1.96,52.87,2,0.000719609354921614,5.8199948599331792
2023-06-19,Jonkoping County,370009,78,164,5,0,33.62,128.25,0.0,0.02,2,0.00041120534566949372,4.9968131585710616
2024-09-09,Jonkoping County,370009,47,137,0,252,8.2,283.85,43.98,0.0,2,0.000359804677460807,4.65283988691853
2024-11-25,Jonkoping County,370009,30,111,0,1156,15.97,366.42,126.95,0.0,2,0.00020560267283474686,4.0670778720123364
2024-04-15,Jonkoping County,370009,60,382,0,1,46.82,1547.4,0.01,0.0,2,0.00030840400925212025,5.2246723207401695
2023-08-28,Jonkoping County,370009,103,370,65,6,87.93,313.11,0.14,2.26,2,0.00097661269596504749,5.5528655872526347
2024-10-28,Jonkoping County,370009,50,97,0,317,11.69,37.15,27.09,0.0,2,0.00082241069133898745,4.4795168337188382
2024-06-10,Jonkoping County,370009,28,61,0,81,3.13,744.9,8.38,0.0,2,0.00020560267283474686,5.0916987920842969
2024-08-19,Jonkoping County,370009,63,57,0,111,16.52,159.02,36.64,0.0,2,0.00030840400925212025,4.6832690824980725
2023-11-13,Jonkoping County,370009,69,398,0,3,30.99,127.63,0.16,0.0,2,0.00041120534566949372,5.065587252634284
2023-03-13,Jonkoping County,370009,93,1765,0,507,286.76,2188.14,36.48,0.0,2,0.00087381135954767413,5.5406836288871757
2024-12-09,Jonkoping County,370009,51,175,0,1264,15.21,90.32,85.86,0.0,2,0.00077101002313030066,6.0754561809303524
2023-05-29,Jonkoping County,370009,77,131,0,7125,36.09,400.68,337.46,0.0,2,0.00020560267283474686,5.669185299408892
2024-09-30,Jonkoping County,370009,53,110,0,160,6.91,108.41,35.15,0.0,2,0.00041120534566949372,4.5280390645078388
2024-08-05,Jonkoping County,370009,42,89,0,0,198.39,461.15,0.0,0.0,2,0.000719609354921614,4.88573631457209
